loss,acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,experiment_tag
1.6086481809616089,0.2730769217014313,110.48736906051636,False,,,1,0ad515d1678b452e8b42a34b31d8dec0,2020-12-13_07-08-09,1607861289,110.48736906051636,871047,archdesktop,192.168.0.191,110.48736906051636,0,1,4873e_00005,"5_hidden_act=relu,hidden_dropout_prob=0.5,lr=6.0252e-06,max_seq_length=32"
1.6080234050750732,0.2703525722026825,86.19892406463623,False,,,2,0ad515d1678b452e8b42a34b31d8dec0,2020-12-13_07-09-36,1607861376,196.6862931251526,871047,archdesktop,192.168.0.191,196.6862931251526,0,2,4873e_00005,"5_hidden_act=relu,hidden_dropout_prob=0.5,lr=6.0252e-06,max_seq_length=32"
1.608123540878296,0.2883012592792511,87.93911027908325,False,,,3,0ad515d1678b452e8b42a34b31d8dec0,2020-12-13_07-11-03,1607861463,284.62540340423584,871047,archdesktop,192.168.0.191,284.62540340423584,0,3,4873e_00005,"5_hidden_act=relu,hidden_dropout_prob=0.5,lr=6.0252e-06,max_seq_length=32"
